time, dry1, wett1, dry2, wett2, sensor1, sensor2, averageinprocent, moisturestartprocent, starthour, endhour, temperature, jobcounter, maxjobs, wateringduration, pauzeduration, lastwateringtime, ValveStatus, watergifttimer, pauzetimer, outputread,
11:36:21,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:22,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:23,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:24,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:25,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:26,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:27,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:28,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:29,795,435,795,435,81,83,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:30,795,435,795,435,81,82,82,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:31,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:32,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:33,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:34,795,435,795,435,81,82,81,30,9,21,23.25,2,8,60,1,11:32:01,0,0,0,0,
11:36:35,795,435,795,435,81,83,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:36,795,435,795,435,81,82,82,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:37,795,435,795,435,81,83,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:38,795,435,795,435,81,82,82,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:39,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:40,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:41,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:42,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:43,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:44,795,435,795,435,81,83,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:45,795,435,795,435,81,82,82,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:46,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:47,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:48,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:49,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:50,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:51,795,435,795,435,81,83,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:52,795,435,795,435,81,82,82,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:53,795,435,795,435,81,83,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:54,795,435,795,435,81,82,82,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:55,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:56,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:57,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:58,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:36:59,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:00,795,435,795,435,81,83,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:01,795,435,795,435,81,82,82,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:02,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:03,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:04,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:05,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:06,795,435,795,435,81,83,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:07,795,435,795,435,81,82,82,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:08,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:09,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:10,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:11,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:12,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:13,795,435,795,435,81,83,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:14,795,435,795,435,81,82,82,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:15,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:16,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:17,795,435,795,435,81,82,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:18,795,435,795,435,52,54,81,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:19,795,435,795,435,20,22,53,30,9,21,23.00,2,8,60,1,11:32:01,0,0,0,0,
11:37:20,795,435,795,435,16,18,21,30,9,21,23.00,3,8,60,1,11:37:19,1,59,60,1,
11:37:21,795,435,795,435,12,14,17,30,9,21,23.00,3,8,60,1,11:37:19,1,58,60,1,
11:37:22,795,435,795,435,12,13,13,30,9,21,23.00,3,8,60,1,11:37:19,1,57,60,1,
11:37:23,795,435,795,435,11,13,12,30,9,21,23.00,3,8,60,1,11:37:19,1,56,60,1,
11:37:24,795,435,795,435,80,82,12,30,9,21,23.00,3,8,60,1,11:37:19,1,55,60,1,
11:37:25,795,435,795,435,80,81,81,30,9,21,23.00,3,8,60,1,11:37:19,1,54,60,1,
11:37:26,795,435,795,435,80,82,80,30,9,21,23.00,3,8,60,1,11:37:19,1,53,60,1,
11:37:27,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,52,60,1,
11:37:28,795,435,795,435,81,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,51,60,1,
11:37:29,795,435,795,435,81,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,50,60,1,
11:37:30,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,49,60,1,
11:37:31,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,48,60,1,
11:37:32,795,435,795,435,80,81,81,30,9,21,23.00,3,8,60,1,11:37:19,1,47,60,1,
11:37:33,795,435,795,435,80,82,80,30,9,21,23.00,3,8,60,1,11:37:19,1,46,60,1,
11:37:34,795,435,795,435,81,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,45,60,1,
11:37:35,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,44,60,1,
11:37:36,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,43,60,1,
11:37:37,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,42,60,1,
11:37:38,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,41,60,1,
11:37:39,795,435,795,435,80,81,81,30,9,21,23.00,3,8,60,1,11:37:19,1,40,60,1,
11:37:40,795,435,795,435,80,82,80,30,9,21,23.00,3,8,60,1,11:37:19,1,39,60,1,
11:37:41,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,38,60,1,
11:37:42,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,37,60,1,
11:37:43,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,36,60,1,
11:37:44,795,435,795,435,80,81,81,30,9,21,23.25,3,8,60,1,11:37:19,1,35,60,1,
11:37:45,795,435,795,435,80,82,80,30,9,21,23.00,3,8,60,1,11:37:19,1,34,60,1,
11:37:46,795,435,795,435,80,81,81,30,9,21,23.25,3,8,60,1,11:37:19,1,33,60,1,
11:37:47,795,435,795,435,80,82,80,30,9,21,23.25,3,8,60,1,11:37:19,1,32,60,1,
11:37:48,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,31,60,1,
11:37:49,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,30,60,1,
11:37:50,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,29,60,1,
11:37:51,795,435,795,435,81,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,28,60,1,
11:37:52,795,435,795,435,80,82,81,30,9,21,23.00,3,8,60,1,11:37:19,1,27,60,1,
11:37:53,795,435,795,435,81,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,26,60,1,
11:37:54,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,25,60,1,
11:37:55,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,24,60,1,
11:37:56,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,23,60,1,
11:37:57,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,22,60,1,
11:37:58,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,21,60,1,
11:37:59,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,20,60,1,
11:38:00,795,435,795,435,80,81,81,30,9,21,23.25,3,8,60,1,11:37:19,1,19,60,1,
11:38:01,795,435,795,435,80,82,80,30,9,21,23.25,3,8,60,1,11:37:19,1,18,60,1,
11:38:02,795,435,795,435,80,81,81,30,9,21,23.00,3,8,60,1,11:37:19,1,17,60,1,
11:38:03,795,435,795,435,80,82,80,30,9,21,23.25,3,8,60,1,11:37:19,1,16,60,1,
11:38:04,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,15,60,1,
11:38:05,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,14,60,1,
11:38:06,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,13,60,1,
11:38:07,795,435,795,435,80,81,81,30,9,21,23.25,3,8,60,1,11:37:19,1,12,60,1,
11:38:08,795,435,795,435,80,82,80,30,9,21,23.25,3,8,60,1,11:37:19,1,11,60,1,
11:38:09,795,435,795,435,80,81,81,30,9,21,23.25,3,8,60,1,11:37:19,1,11,60,1,
11:38:10,795,435,795,435,80,82,80,30,9,21,23.25,3,8,60,1,11:37:19,1,10,60,1,
11:38:11,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,9,60,1,
11:38:12,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,7,60,1,
11:38:13,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,7,60,1,
11:38:14,795,435,795,435,80,81,81,30,9,21,23.25,3,8,60,1,11:37:19,1,5,60,1,
11:38:15,795,435,795,435,80,82,80,30,9,21,23.25,3,8,60,1,11:37:19,1,4,60,1,
11:38:16,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,4,60,1,
11:38:17,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,3,60,1,
11:38:18,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,2,60,1,
11:38:19,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,1,60,1,
11:38:20,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,1,0,60,1,
11:38:21,795,435,795,435,80,81,81,30,9,21,23.25,3,8,60,1,11:37:19,0,0,59,0,
11:38:22,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,58,0,
11:38:23,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,57,0,
11:38:24,795,435,795,435,80,82,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,56,0,
11:38:25,795,435,795,435,80,81,81,30,9,21,23.25,3,8,60,1,11:37:19,0,0,55,0,
11:38:26,795,435,795,435,80,82,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,54,0,
11:38:27,795,435,795,435,80,81,81,30,9,21,23.25,3,8,60,1,11:37:19,0,0,53,0,
11:38:28,795,435,795,435,80,82,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,52,0,
11:38:29,795,435,795,435,80,82,81,30,9,21,23.25,3,8,60,1,11:37:19,0,0,51,0,
11:38:30,795,435,795,435,80,81,81,30,9,21,23.25,3,8,60,1,11:37:19,0,0,50,0,
11:38:31,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,49,0,
11:38:32,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,48,0,
11:38:33,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,47,0,
11:38:34,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,46,0,
11:38:35,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,45,0,
11:38:36,795,435,795,435,80,82,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,44,0,
11:38:37,795,435,795,435,80,81,81,30,9,21,23.25,3,8,60,1,11:37:19,0,0,43,0,
11:38:38,795,435,795,435,80,82,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,42,0,
11:38:39,795,435,795,435,80,81,81,30,9,21,23.25,3,8,60,1,11:37:19,0,0,41,0,
11:38:40,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,40,0,
11:38:41,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,39,0,
11:38:42,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,38,0,
11:38:43,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,37,0,
11:38:44,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,36,0,
11:38:45,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,35,0,
11:38:46,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,34,0,
11:38:47,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,33,0,
11:38:48,795,435,795,435,80,82,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,32,0,
11:38:49,795,435,795,435,80,81,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,31,0,
11:38:50,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,30,0,
11:38:51,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,29,0,
11:38:52,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,28,0,
11:38:53,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,27,0,
11:38:54,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,26,0,
11:38:55,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,25,0,
11:38:56,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,24,0,
11:38:57,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,23,0,
11:38:58,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,22,0,
11:38:59,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,21,0,
11:39:00,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,20,0,
11:39:01,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,19,0,
11:39:02,795,435,795,435,80,82,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,18,0,
11:39:03,795,435,795,435,80,81,81,30,9,21,23.25,3,8,60,1,11:37:19,0,0,17,0,
11:39:04,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,16,0,
11:39:05,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,15,0,
11:39:06,795,435,795,435,80,82,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,14,0,
11:39:07,795,435,795,435,80,81,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,13,0,
11:39:08,795,435,795,435,80,81,80,30,9,21,23.25,3,8,60,1,11:37:19,0,0,12,0,
11:39:09,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,11,0,
11:39:10,795,435,795,435,80,82,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,10,0,
11:39:11,795,435,795,435,80,81,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,9,0,
11:39:12,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,8,0,
11:39:13,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,7,0,
11:39:14,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,6,0,
11:39:15,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,5,0,
11:39:16,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,4,0,
11:39:17,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,3,0,
11:39:18,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,2,0,
11:39:19,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,1,0,
11:39:20,795,435,795,435,80,82,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:21,795,435,795,435,80,81,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:22,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:23,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:24,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:25,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:26,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:27,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:28,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:29,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:30,795,435,795,435,80,82,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:31,795,435,795,435,80,81,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:32,795,435,795,435,80,82,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:33,795,435,795,435,80,81,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:34,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:35,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:36,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:37,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:38,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:39,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:40,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:41,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:42,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:43,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:44,795,435,795,435,80,82,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:45,795,435,795,435,80,81,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:46,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:47,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:48,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:49,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:50,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:51,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:52,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:53,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:54,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:55,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:56,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:57,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:58,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:39:59,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:00,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:01,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:02,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:03,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:04,795,435,795,435,80,82,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:05,795,435,795,435,80,81,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:06,795,435,795,435,80,82,80,30,9,21,23.75,3,8,60,1,11:37:19,0,0,0,0,
11:40:07,795,435,795,435,80,82,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:08,795,435,795,435,80,81,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:09,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:10,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:11,795,435,795,435,80,82,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:12,795,435,795,435,80,81,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:13,795,435,795,435,80,82,80,30,9,21,23.75,3,8,60,1,11:37:19,0,0,0,0,
11:40:14,795,435,795,435,80,81,81,30,9,21,23.75,3,8,60,1,11:37:19,0,0,0,0,
11:40:15,795,435,795,435,80,82,80,30,9,21,23.75,3,8,60,1,11:37:19,0,0,0,0,
11:40:16,795,435,795,435,80,81,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:17,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:18,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:19,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:20,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:21,795,435,795,435,80,82,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:22,795,435,795,435,80,81,81,30,9,21,23.75,3,8,60,1,11:37:19,0,0,0,0,
11:40:23,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:24,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:25,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:26,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:27,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:28,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:29,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:30,795,435,795,435,80,81,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:31,795,435,795,435,80,82,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:32,795,435,795,435,80,82,81,30,9,21,23.75,3,8,60,1,11:37:19,0,0,0,0,
11:40:33,795,435,795,435,80,81,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:34,795,435,795,435,80,82,80,30,9,21,23.75,3,8,60,1,11:37:19,0,0,0,0,
11:40:35,795,435,795,435,80,82,81,30,9,21,23.75,3,8,60,1,11:37:19,0,0,0,0,
11:40:36,795,435,795,435,80,82,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:37,795,435,795,435,80,82,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:38,795,435,795,435,80,81,81,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
11:40:39,795,435,795,435,80,81,80,30,9,21,23.75,3,8,60,1,11:37:19,0,0,0,0,
11:40:40,795,435,795,435,80,81,80,30,9,21,23.75,3,8,60,1,11:37:19,0,0,0,0,
11:40:41,795,435,795,435,80,82,80,30,9,21,23.50,3,8,60,1,11:37:19,0,0,0,0,
