time, dry1, wett1, dry2, wett2, sensor1, sensor2, averageinprocent, moisturestartprocent, starthour, endhour, temperature, jobcounter, maxjobs, wateringduration, pauzeduration, lastwateringtime, ValveStatus, watergifttimer, pauzetimer, outputread, errorflag,
0:03:49,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:03:50,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:03:51,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:03:52,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:03:53,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:03:54,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:03:55,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:03:56,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:03:57,795,435,795,435,98,100,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:03:58,795,435,795,435,98,100,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:03:59,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:00,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:01,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:02,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:03,795,435,795,435,98,100,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:04,795,435,795,435,98,100,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:05,795,435,795,435,98,100,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:06,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:07,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:08,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:09,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:10,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:11,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:12,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:13,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:14,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:15,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:16,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:17,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:18,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:19,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:20,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:21,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:22,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:23,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:24,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:25,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:26,795,435,795,435,98,100,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:27,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:28,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:29,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:30,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:31,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:32,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:33,795,435,795,435,98,100,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:34,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:35,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:36,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:37,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:38,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:39,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:40,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:41,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:42,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:43,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:44,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:45,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:46,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:47,795,435,795,435,98,100,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:48,795,435,795,435,98,100,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
